name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T12:11:01.000Z,,1,2
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 70.95Ξ (  -1.32%)
Goons of Balatroon: 0.18Ξ (  33.33%) Bored   Ape  YC: 103.69Ξ (  0.67%)
Mutant  Ape   Yacht Club : 22.69Ξ (  -1.35%)
CLONE X  X TAKASHI MURAKAMI: 15.0Ξ (  0.13%)",2022-03-27T12:07:05.000Z,1,,
The Metaverse President,@DoctorKemp007,my main goal is to stay creative and get at least 1% the marketcap of  bored   ape   yacht club  without signing a deal thats all nothing major,2022-03-27T12:04:05.000Z,,,
petesena.eth,@petesena,"Yuga Labs, the NFT creators behind the  Bored   Ape   Yacht Club , recently released a trailer teasing what looks like a forthcoming metaverse called ""Otherside."" 

This is only the beginning  . Via  @FastCompany :  https://",2022-03-27T11:55:03.000Z,,,1
Peter O'Rourke,@ruairc_com,"Bored   Ape   Yacht Club 's New Metaverse Shows NFTs Are Evolving | For better or for worse, NFTs are entering their next phase | C|NET",2022-03-27T11:55:01.000Z,,,
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($72006.07) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T11:46:52.000Z,1,3,1
Crypto.Doro,@crypto_doro,"  $APE  , el token del proyecto  Bored   Ape   Yacht Club  salió esta semana a cotizar vía airdrop a sus holders. Parece mofa pero la comunidad me parece que lo van a llevar bien arriba, no se por cuanto tiempo.  Que se sepa que la empresa Yuga Labs tiene el 15% de todo el proyecto",2022-03-27T11:46:36.000Z,,,
Bored Ape Buff Club,@BABCCT,"COMING SOON  The  Bored   Ape  Buff Club (BABC) is a collection of 10,000 unique  Bored   Ape  NFTs— unique digital collectibles living on the Ethereum blockchain.
BABC designed by Borzyankin  are inspired by  Bored   Ape   Yacht Club .

BABC IS NOT AFFILIATED WITH BAYC FROM YUGA LABS.",2022-03-27T11:27:30.000Z,,3,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($72069.74) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T11:16:53.000Z,,6,3
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T11:11:00.000Z,,1,1
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T11:06:03.000Z,,6,9
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T11:06:02.000Z,,5,9
NFT Alerts,@nftflooralerts,"Collections Floor Prices (hourly update)   1/5: Bored   Ape   Yacht Club : 103.69 Ξ
Cool Cats: 9.3 Ξ
Robotos: 0.68 Ξ
Doodles: 14.49 Ξ
CrypToadz: 2.8 Ξ
CyberKongz: 5.7 Ξ
Meebits: 5.8 Ξ
MAYC: 22.9 Ξ
Deadfellaz: 2.49 Ξ #opensea   #OpenSeaNFT   #NFT   #nftcollectors  1/",2022-03-27T11:03:01.000Z,2,,2
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
World of Women Galaxy: Ξ158.72 ($498,955.73) Bored   Ape   Yacht Club : Ξ109.50 ($344,222.01)
Mutant  Ape   Yacht Club : Ξ27.06 ($85,067.16)
Goopdoods by Goopdude - Official Collection: Ξ23.04 ($72,423.74)",2022-03-27T11:00:07.000Z,,1,4
Mario Nawfal,@MarioNawfal,"An early World Wide Web implementation NFT.

A  Bored   Ape   Yacht Club  Serum, a BAYC auction at Sotheby’s.

Christie’s Cryptopunks auction

Virtual land NFTs 

The Axie gaming tokens.",2022-03-27T10:54:00.000Z,,,5
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.9($71954.55) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T10:46:54.000Z,,2,3
NFTOnly,@nftonly_tw,"Madonna Acquires More Than Half Million Dollars  Bored   Ape   Yacht Club  (BAYC) NFT!

For more: https:// degeri-yarim-milyon-dolardan-fazla-olan-bored-ape-yacht-club-bayc-nft-sini-satin-aldi-1056983 … If you follow such news, you can follow me. @nftonly_tw  #NFT   #NFTs   #NFTGiveaways   #NFTGiveaway   #nftart   #nftcollectors   #NFTdrop   #NFTdrops   #RACA",2022-03-27T10:37:09.000Z,1,2,7
NftBossAlert,@nftbossalert,"Bored   Ape   Yacht Club  was bought
Price: 103 ETH ($324933.07) 
Seller: Unnamed
Buyer: Unnamed https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7330 …  #BAYC   #NFTSales   #NFTWhale",2022-03-27T10:02:45.000Z,,,
Kimberly George,@Kimberl10999152,What Is ApeCoin? 7 Things to Know About the  Bored   Ape   Yacht Club 's New Crypto.,2022-03-27T10:00:36.000Z,,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume Bored   Ape   Yacht Club : Ξ205.80 ($647,341.84)
Azuki: Ξ125.51 ($394,791.08)
World of Women Galaxy: Ξ97.33 ($306,135.10)
Milady Maker: Ξ32.56 ($102,404.29)
Mutant  Ape   Yacht Club : Ξ30.00 ($94,364.70)",2022-03-27T10:00:09.000Z,1,3,3
Trengible - Discover the nft trends,@Trengible," - 0xe10 just bought #7330 for 103 ETH ($324,933.07)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-27 09:58:23 (GMT 0)

Detail:  https:// lub/7330-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-7330 …",2022-03-27T09:59:10.000Z,,,
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #7330 sold for 103 ETH (324.93K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7330 …,2022-03-27T09:59:08.000Z,1,,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #7330 sold for 103 ETH! ($324040.06)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7330 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7330 … Rarity  8396/10000 #boredape    #bayc   #nft   #nanocube",2022-03-27T09:58:59.000Z,1,1,3
marnie.eth,@MarnieCrypto,"Yuga Labs Demos “Otherside,”  Bored   Ape   Yacht Club  Metaverse Is Underway?",2022-03-27T09:56:31.000Z,1,1,3
Trengible - Discover the nft trends,@Trengible," - 0x2d7 just bought #7671 for 102.8 ETH ($324,302.13)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-27 09:06:28 (GMT 0)

Detail:  https:// lub/7671-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-7671 …",2022-03-27T09:07:13.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Bored   Ape   Yacht Club  Bored   Ape   Yacht Club  was bought
Price: 102.8 ETH ($324302.13) 
Seller: SMP-1982
Buyer: Unnamed https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7671 …  #BAYC   #NFTSales   #NFTWhale",2022-03-27T09:07:04.000Z,,,
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #7671 sold for 102.8 ETH (324.30K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7671 …,2022-03-27T09:06:54.000Z,1,1,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #7671 sold for 102.8 ETH! ($323558.89)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7671 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7671 … Rarity  6486/10000 #boredape    #bayc   #nft   #nanocube",2022-03-27T09:06:47.000Z,1,1,1
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T09:03:03.000Z,1,6,7
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T09:03:02.000Z,2,4,6
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #6092 sold for 105.5 ETH (332.82K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/6092 …,2022-03-27T08:10:11.000Z,2,,1
Trengible - Discover the nft trends,@Trengible," - HaloSmonkey just bought #6092 for 105.5 ETH ($332,819.80)

Collection:  Bored   Ape   Yacht Club Date: 2022-03-27 08:09:42 (GMT 0)

Detail:  https:// lub/6092-0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d-6092 …",2022-03-27T08:10:10.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Bored   Ape   Yacht Club  Bored   Ape   Yacht Club  was bought
Price: 105.5 ETH ($332819.8) 
Seller: bayc6092
Buyer: HaloSmonkey https:// 0eda7647a8ab7c2061c2e118a18a936f13d/6092 …  #BAYC   #NFTSales   #NFTWhale",2022-03-27T08:10:04.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #6092 sold for 105.5 ETH! ($333046.62)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/6092 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/6092 … Rarity  5522/10000 #boredape    #bayc   #nft   #nanocube",2022-03-27T08:09:55.000Z,1,,1
KriptoPara24,@KriptoPara24,Yeni  Bored   Ape   Yacht Club  Ürünleri Tanıtıldı,2022-03-27T08:08:42.000Z,,,
berelex.eth,@berelex_,What Is ApeCoin? 7 Things to Know About the  Bored   Ape   Yacht Club 's New Crypto.,2022-03-27T08:02:35.000Z,,,
berelex.eth,@berelex_,What Is ApeCoin? 7 Things to Know About the  Bored   Ape   Yacht Club 's New Crypto.,2022-03-27T08:02:24.000Z,,,
Crypto Earners Club,@cryptoearn_club,What Does the Major CryptoPunk NFT Merger Mean for the  Bored   Ape   Yacht Club ?,2022-03-27T08:00:40.000Z,,,
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T07:03:03.000Z,1,3,3
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T07:03:02.000Z,1,2,3
PopMachine.eth,@popmachinelabs,All-star owners of  Bored   Ape   Yacht Club  NFTs - Lifestyle Asia Kuala Lumpur  https://   #nft   #nfts   #nftnews,2022-03-27T07:02:19.000Z,,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume Bored   Ape   Yacht Club : Ξ150.00 ($472,264.50)
World of Women Galaxy: Ξ144.87 ($456,108.79)
Azuki: Ξ134.62 ($423,841.65)
FLUF World: Ξ66.08 ($208,045.11)
Mutant  Ape   Yacht Club : Ξ50.00 ($157,421.50)",2022-03-27T07:00:10.000Z,,3,6
Два Биткоина,@2Bitcoins_ru,"NFT из самой популярной и дорогой коллекции  Bored   Ape   Yacht Club  продолжают успешно продаваться. К примеру, эти токены были куплены на протяжении субботы. Причём цены стабильно превышают сотню эфиров.",2022-03-27T07:00:08.000Z,,1,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.5($70804.57) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T06:46:53.000Z,1,3,1
Alexander,@Alexand9432,"In a complaint filed in Texas federal court, Timothy McKimmy claims he is the rightful owner of  Bored   Ape  #3475-one of a set of 10,000 highly coveted primate NFTs known as the  Bored   Ape   Yacht Club .",2022-03-27T06:44:23.000Z,,,
Afrail Express,@afrailexpress,"Bored   Ape   Yacht Club , the wildly popular NFT collection, now has its own digital coin. For crypto critics, ApeCoin's launch is another example of the concentration of power in the industry.

""ApeCoin is also a shitcoin, so as Dogecoin, Shiba Inu etc.""",2022-03-27T06:38:02.000Z,,,1
Kazem Jahanbakhsh,@kjahanbakhsh,Bored   Ape   Yacht Club  creator raises $450 million to build an NFT metaverse -   https:// 1272/yuga-labs-seed-funding-a16z-bored-ape-yacht-club-bayc-metaverse-other-side …    via  @Verge    #NFT   #Web3,2022-03-27T06:37:17.000Z,,,1
Crypto Top News,@TopCrypto_News,"Bored   Ape   Yacht Club , the wildly popular NFT collection, now has its own digital coin. For crypto critics, ApeCoin's launch is another example of the concentration of power in the industry  https://  via  @technology",2022-03-27T06:35:50.000Z,,,
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T06:11:01.000Z,,2,1
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T06:09:03.000Z,,5,6
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ96.5    Bored   Ape   Yacht Club  (#9618)
Ξ45.5   CLONE X - X TAKASHI MURAKAMI (#4514)
Ξ24     Azuki (#4486) #NFTDrop   #GameTime   #NFTSnipper   #Bulgaria",2022-03-27T06:09:02.000Z,,,
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T06:09:02.000Z,1,5,5
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 70.95Ξ (  -2.39%)
Goons of Balatroon: 0.18Ξ (  20.81%) Bored   Ape  YC: 102.8Ξ (  -0.19%)
Mutant  Ape   Yacht Club : 22.69Ξ (  -1.35%)
CLONE X  X TAKASHI MURAKAMI: 15.0Ξ (  0.13%)",2022-03-27T06:06:55.000Z,1,,
Crypto Samogon,@CryptoSamogon,Мадонна купила NFT из коллекции  Bored   Ape   Yacht Club  за $556 000,2022-03-27T06:00:17.000Z,,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
Azuki: Ξ245.25 ($769,973.95)
World of Women Galaxy: Ξ235.17 ($738,322.09)
CLONE X - X TAKASHI MURAKAMI: Ξ141.95 ($445,660.54) Bored   Ape   Yacht Club : Ξ96.50 ($302,967.54)
Mutant  Ape   Yacht Club : Ξ67.25 ($211,135.41)",2022-03-27T06:00:11.000Z,,2,
Cryptos Beginner,@cryptosbeginner,"DAO as I say, not as I do | Yuga Labs, which created  Bored   Ape   Yacht Club , also helped create ApeCoin, but the token is a totally separate thing. Or that’s the story for regulators, anyway .....  #Ftx",2022-03-27T05:57:14.000Z,1,,
dark_million,@mmilyin,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:51:34.000Z,,2,2
Hypnotik,@Hypnotik83,Get in here  #BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:51:27.000Z,,2,2
Qᴜɪɢʟᴇʏ.ᴇᴛʜ,@CarrollQuigley1,LFG!!! #BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:51:23.000Z,,2,1
GUTTER SMOKER VIP,@NJSMOKERVIP,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:51:17.000Z,,1,2
Jillian Valentin,@JillianValentin,Let’s do this!  #BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:51:17.000Z,,1,3
Leekss.eth ,@LisandroMoreir3,  #BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:51:09.000Z,,1,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.5($70708.95) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T05:46:51.000Z,2,2,6
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x33f9af] -> [0x544daa] NFT:  Bored   Ape   Yacht Club  #9618  https:// 4ca0eda7647a8ab7c2061c2e118a18a936f13d/9618 …  Price: 96.5 ETH ($303,114.6) Gas: 0.0043 ETH ($13.63) #BAYC   #boredapeyachtclub",2022-03-27T05:46:23.000Z,1,1,1
nft watcher bot,@nft_watcher_bot,"Bored   Ape   Yacht Club  was just listed for 96.5 ETH.  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/9618 … .

  #bayc   #mayc   #bakc   #apefollowape   #nft   #nftalerts   #nftwatcher   #watchers   #alerts   #nftbot",2022-03-27T05:44:04.000Z,,,3
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Bored   Ape   Yacht Club  #9618 bought for Ξ96.5ETH ($303,727.00)
Floor Price: Ξ102.8ETH",2022-03-27T05:39:23.000Z,,1,4
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $329k,2022-03-27T05:22:06.000Z,,3,2
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $340k,2022-03-27T05:20:06.000Z,,1,1
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $341k,2022-03-27T05:18:05.000Z,,1,1
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.5($70692.07) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T05:16:52.000Z,,4,3
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $342k,2022-03-27T05:16:05.000Z,,1,1
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $346k,2022-03-27T05:14:05.000Z,,,2
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $369k,2022-03-27T05:12:05.000Z,,1,
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T05:11:01.000Z,2,1,4
NFT Alerts,@nftflooralerts,"Collections Floor Prices (hourly update)   1/5: Bored   Ape   Yacht Club : 102.8 Ξ
Cool Cats: 9.36 Ξ
Robotos: 0.65 Ξ
Doodles: 14.49 Ξ
CrypToadz: 2.8 Ξ
CyberKongz: 5.6 Ξ
Meebits: 5.7 Ξ
MAYC: 22.15 Ξ
Deadfellaz: 2.5 Ξ #opensea   #OpenSeaNFT   #NFT   #nftcollectors  1/",2022-03-27T05:03:06.000Z,1,2,4
Alfaphilly,@phillip63379051,Just chilling,2022-03-27T05:02:51.000Z,,,1
Anahi_V_.•’•.,@AnnyLoveu2,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T05:00:29.000Z,,,1
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Bored   Ape   Yacht Club Price: $624k,2022-03-27T05:00:03.000Z,,1,
LEO’S LOUNGE,@LEOsLounge_,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T04:50:05.000Z,,1,5
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.15($69444.68) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T04:46:52.000Z,1,1,3
Optimisus Media,@Optimisus_media,Superstar Madonna purchases  Bored   Ape   Yacht Club  NFT #NFTs   #NFTCommunity   #NFTGiveaway   #NFTdrop   #NFTProject   #nftphotography   #NFTshill   #nftcollectors   #nftpromoters,2022-03-27T04:41:07.000Z,2,3,1
Cuffin The Dip,@CuffinTheDip2xs,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T04:38:26.000Z,,3,2
kurogod.eth kurovault.eth ᵍᵐ,@kurogod5,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T04:37:19.000Z,1,5,4
CreationNFT.eth,@creationnft_eth,Let’s go!!!!!    #BAYC   #MAYC   #AAPES   #nft,2022-03-27T04:37:15.000Z,1,3,2
CryptoCub000,@chickenadobo000,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T04:36:59.000Z,,4,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.15($69654.44) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T04:16:52.000Z,,,1
Kat,@ILoveAAPES,#BAYC   #MAYC   #AAPES   #nft,2022-03-27T04:12:45.000Z,,4,2
Firefly,@firefly_sol,"I would very much enjoy to go to bitcoin miami, but alas, i cannot as I spent all my money on my  BORED   APE   YACHT CLUB  NFT.",2022-03-27T04:12:35.000Z,1,,4
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T04:11:01.000Z,,2,2
Purbae,@Purbae5504,"How to be rich in 1 minute

1. Search  bored   ape   yacht club  on opensea
2. Cntrl + C
3. Cntrl + V
4. Congrats now you are rich",2022-03-27T04:11:00.000Z,,,2
lilnestyy,@lilnestyy,,2022-03-27T04:06:18.000Z,,,
Belieber,@jbn_belieber,All-star owners of  Bored   Ape   Yacht Club  NFTs - Lifestyle Asia Hong Kong - SEE MORE:   #bieber   #justin,2022-03-27T04:00:27.000Z,,,
CryptoYOLO.Eth,@CryptoyoloEth,This room is bananas,2022-03-27T03:58:52.000Z,,,
𝕋Ξℕ𝕋𝔸ℂ𝕃Ξ ℙ𝔸ℙ𝕀,@tentaclepapi,Come join us ,2022-03-27T03:49:16.000Z,,1,1
Nᵉᵏᵒ,@NEKOCHICAGO,Mutant M2 reveal happening live  #BAYC   #MAYC   #AAPES,2022-03-27T03:48:48.000Z,,,2
kurogod.eth kurovault.eth ᵍᵐ,@kurogod5,#BAYC   #MAYC   #AAPES,2022-03-27T03:48:33.000Z,,1,5
snai1.eth,@_ProxyBASE,#BAYC   #MAYC   #AAPES,2022-03-27T03:48:23.000Z,,,1
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.1($69477.1) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T03:46:52.000Z,1,1,2
OG AE,@OGape5218,#BAYC   #MAYC   #AAPES,2022-03-27T03:44:10.000Z,,,1
Mili,@MiliStar79,#BAYC   #MAYC   #AAPES,2022-03-27T03:43:32.000Z,,,2
Drew.Eth,@DrewskiiiNFT,#BAYC   #MAYC   #AAPES,2022-03-27T03:32:55.000Z,,,1
DJ Wiener,@DJWienerNFT,#BAYC   #MAYC   #AAPES,2022-03-27T03:32:47.000Z,,,
CreationNFT.eth,@creationnft_eth,#BAYC   #MAYC   #AAPES,2022-03-27T03:31:40.000Z,,,2
Dean,@drb18585,Bored   ape   yacht club I think you should do a give away,2022-03-27T03:19:49.000Z,,,
NFT Alerts by Moby.gg,@MobyAlerts," Most popular NFT mints this hour: 

1) 3281x Fluffy Polar Bears 
2) 1026x  Bored   Ape   Yacht Club  
3) 765x ShinseKai",2022-03-27T03:16:54.000Z,,,
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.1($69642.62) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T03:16:52.000Z,2,3,2
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T03:11:00.000Z,,,2
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ110     Bored   Ape   Yacht Club  (#7729)
Ξ27     Azuki (#5673)
Ξ25.4269 Azuki (#4643) #BlockchainGame   #WorldOfWomen   #DeFiWorld   #Oman",2022-03-27T03:09:03.000Z,,,
PyritePyritez,@PyritePyritez,"Posted a new photo: ""PyritePyritez'  Bored   Ape   Yacht Club  F'NFT  #Distortion   #IndieMusic   #HawaiianSteelGuitar ""  https://",2022-03-27T03:06:07.000Z,,,2
BotRocket.io,@botrocket_io,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T03:06:03.000Z,,4,2
Bored Ape Yacht Club,@BoredApeSaleBot,Bored   Ape   Yacht Club  recent sales stats. #NFT   #BAYC   #BoredApeYC   #NFTCommunity   #NFTProject   #NFTdrop   #NFTCollection   #NFTartist,2022-03-27T03:06:02.000Z,,4,1
NFT Monitor,@NFT_Monitor,  Bored   Ape   Yacht Club  |  #BAYC   #NFT #7729 sold for 110 ETH (346.03K $)   https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7729 …,2022-03-27T02:23:21.000Z,1,3,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Bored   Ape   Yacht Club  #7729 sold for 110 ETH! ($348301.80)

-  https:// 0eda7647a8ab7c2061c2e118a18a936f13d/7729 … -  https:// bc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7729 … Rarity  8351/10000 #boredape    #bayc   #nft   #nanocube",2022-03-27T02:23:13.000Z,,3,2
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.1($69701.41) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T02:16:52.000Z,,,1
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Bored   Ape   Yacht Club  stats. #boredapeyachtclub   #opensea,2022-03-27T02:11:01.000Z,,1,
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 70.95Ξ (  -2.39%)
Goons of Balatroon: 0.18Ξ (  20.0%) Bored   Ape  YC: 102.8Ξ (  -0.19%)
Mutant  Ape   Yacht Club : 23.0Ξ (  -1.29%)
CLONE X  X TAKASHI MURAKAMI: 15.0Ξ (  0.13%)",2022-03-27T02:07:04.000Z,1,,
NFTinside,@NFTinside_eth,"@jadepicon  
I will choose a  Bored   Ape   Yacht Club  for you!   @BoredApeYC",2022-03-27T02:04:44.000Z,,,
BAYC Bot,@TheBAYCBot,The Current Floor Price for  Bored   Ape   Yacht Club  is Ξ22.1($69449.69) #NFTCommunity   #NFTs   #BAYC    @BoredApeYC    @yugalabs Follow  @ShellMechanic  for more!,2022-03-27T01:46:53.000Z,,1,2
