name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
nft watcher bot,@nft_watcher_bot,"Azuki  floor is being swept, with 10 sales in the last 60 minutes.  https:// ki … .

  #azuki    #azukifollowazuki   #nft   #nftalerts   #nftwatcher   #watchers   #alerts   #nftbot",2022-03-28T07:54:03.000Z,,3,1
(おやすみ),@oyasumeep,,2022-03-28T07:53:54.000Z,1,,1
(おやすみ),@oyasumeep,,2022-03-28T07:53:54.000Z,1,,1
Liberta,@LibertanewLife,,2022-03-28T07:53:33.000Z,1,,
Song,@SongNFTs,@ZAGABOND  I'm ready for the next clue cheif.,2022-03-28T07:53:05.000Z,,,
SPACED CADET nipplegang.eth,@CadetSpaced1,I hope so too haha,2022-03-28T07:53:04.000Z,1,,1
Leo | RacuninNFT,@racuninNFT,Congratss!! ,2022-03-28T07:52:58.000Z,,,1
リン,@RIN_rin28happy,,2022-03-28T07:52:44.000Z,1,,
Dayhon,@uking_y,以为哥哥们都是 azuki 样子啊，都是mfer,2022-03-28T07:52:41.000Z,,,
Song,@SongNFTs,"It took me a while for me to figure this one out, but I finally cracked the code. I went through every anime to see where these masks were from . The masks are from the   @AzukiZen   Collection guys LMAO  @ZAGABOND  really got me up at 4am solving these clues like I'm a mf detective.",2022-03-28T07:52:37.000Z,3,3,13
みと,@mito_ojiki,,2022-03-28T07:52:00.000Z,1,,2
Currency Times,@CurrencyTimes,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises   https://   #CurrencyTimes   #Bitcoin   #Solana   #AVAX   #nft   #NFTart   #Metaverse   #Nfts",2022-03-28T07:51:37.000Z,3,2,4
❅KA0RI❅⸜❤︎⸝‍⸜❤︎⸝‍⸜❤︎⸝‍,@suga_luv_bts,,2022-03-28T07:51:30.000Z,1,,1
Gilang Arenza,@_glgg,Congrats! ,2022-03-28T07:51:20.000Z,,,1
Rosmiao,@rosmiao22,"Too bad over 70 people still fell for this despite the red flags... undoxxed team, false claims of being invited by zagabond to  Azuki  AMA, kept rushing people to mint, claiming to burn supply  that will then be given out to  Azuki  holders... well...",2022-03-28T07:50:04.000Z,,,
nattaja,@nattaja2,finally got one! hope it is not fp top! lol,2022-03-28T07:49:26.000Z,1,,1
笑顔yuri,@smilehappyyuri,,2022-03-28T07:49:01.000Z,1,,
ともみ(ฅ•.•ฅ),@astronaut1211,,2022-03-28T07:49:00.000Z,1,,1
strawberryfarm いちご,@strawhat613,,2022-03-28T07:45:31.000Z,1,,1
Kazumi@趣味垢,Kazumi@趣味垢,,2022-03-28T07:45:03.000Z,,,
MarkNFT,@MarkNFT955,"You missed   @AzukiZen  ?
You missed  @MuriNFT ?
Don't miss  @KiwamiNFT ! Still below 0.5eth but probably not for too long! Art is top tier and community building around is growing strong",2022-03-28T07:45:02.000Z,,1,2
湊,@minatodayo9,,2022-03-28T07:44:42.000Z,,,
Pala Angelino,@palaangelino,"#azuki   fam doxxing themselves and appears it's a modelling agency. here's my application:

Web2 me vs Web3 we    #soundsrare",2022-03-28T07:44:33.000Z,,,14
Evelyn Thomas,@EveliynThomas,Azuki  fam,2022-03-28T07:44:33.000Z,,,
Lucis8899,@Lucis8899,Wow congratz bro ,2022-03-28T07:44:13.000Z,,,2
Ellen Cole,@ElleinCole,Azuki  for life,2022-03-28T07:44:10.000Z,,,
ks,@kaysss29,@LongFuJian1   @yuanwezy   @quanwen0302  DAYUMMMM,2022-03-28T07:44:02.000Z,,,
ふむ,@200827k,,2022-03-28T07:43:49.000Z,,,
0t1,@0t1_xyz,"3/28(Mon) EST 0200  #nft OpenSea Top NFTs 24H Volume / Floor Price ( http:// )

1. World of Women Galaxy Ξ 9,407 / Ξ 1.5*
3. MAYC  Ξ 1,582/ Ξ 23 
2. BAYC  Ξ 1,408 / Ξ 106
4.  Azuki   Ξ 1,125 / Ξ 15
5. ESSENCE//  Ξ 749 / Ξ 0.77*",2022-03-28T07:43:23.000Z,,1,5
ks,@kaysss29,Congrats Eva omg!!! <3,2022-03-28T07:43:22.000Z,,,
Alison Lackey,@AlisonLackey2,I really love this collection i follow  azuki  since day 1 and know 19 eth i mean that amzing!,2022-03-28T07:42:59.000Z,,,
Lt Kram,@Kramyoualready,Hope it all goes well,2022-03-28T07:42:47.000Z,,,
Luteルテ루테,@mic_mam,,2022-03-28T07:42:45.000Z,1,,1
ルイト@ 仮染街 4.3 a!池袋 5.5,ルイト@ 仮染街 4.3 a!池袋 5.5,,2022-03-28T07:42:37.000Z,1,,1
SPACED CADET nipplegang.eth,@CadetSpaced1,,2022-03-28T07:42:35.000Z,,,
SPACED CADET nipplegang.eth,@CadetSpaced1,,2022-03-28T07:42:15.000Z,,,
SPACED CADET nipplegang.eth,@CadetSpaced1,,2022-03-28T07:42:05.000Z,,1,1
Vyacheslav Labythen,@VLabythen,"Simply the best  azuki , I would never sell this - it hurts to look at the offer price  #AzukiZen",2022-03-28T07:42:04.000Z,,,2
Jinzo,@JinzoNFT,Let's go Ella we see you ,2022-03-28T07:42:00.000Z,,,
Physio,@mmgfk1030,While sis you hv both of them?..,2022-03-28T07:41:56.000Z,,,
Shiory,@Shiory1010,,2022-03-28T07:41:19.000Z,,,1
ETHER,@patrickdelosr20,Giveaway cutie,2022-03-28T07:41:08.000Z,,,
もりなが@フレ募中,もりなが@フレ募中,,2022-03-28T07:40:59.000Z,,,
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x710106] -> [0x5d8a28] NFT:  Azuki  #6795  https:// 5af388653567af2f388e6224dc7c4b3241c544/6795 …  Price: 42.69 ETH ($141,656.11) Gas: 0.0046 ETH ($15.36) #azuki    #azukinft",2022-03-28T07:40:51.000Z,,,
SWHEATZ.ETH 運 99 #ANIGALS #KAWAIIHATO,@SWHEATZ1,Congrats for all,2022-03-28T07:40:47.000Z,,,
crypto_sharkkk,@crypto_sharkkk,what about karafuru?,2022-03-28T07:39:58.000Z,,,
Jinzo,@JinzoNFT,No one's bashing us lol literally everyone on the NFT space is loving this ride expect a handful of people. Stop concentrating on them. Apes went thru the same shit and so did every other project. Concentrate on the people who are happy for you/us,2022-03-28T07:39:44.000Z,,,
Flip McBot,@nftsalesbot," dnzm   flipped    AZUKI  #6795 https:// 388653567af2f388e6224dc7c4b3241c544/6795 …   status: Emerald  in: 3.2 ETH  out: 42.69 ETH  hodl: 2 months 6 days 

 Ξ  profit: +39.49 ETH   paid: $9,869 (01/2022) made: $130,837 (  +1,326%)",2022-03-28T07:39:43.000Z,,,5
ゆに 1y＋,@_a92hi,,2022-03-28T07:39:09.000Z,,,
Tsu asa,@0x8i11i0n,,2022-03-28T07:38:32.000Z,,,1
じゃ,@fig_fa,,2022-03-28T07:38:13.000Z,,,
CriptoRockets,@CriptoRocketsBR,"As Vendas Brutas Da NFT Caíram Esta Semana, O Volume Da Cronos NFT Aumenta 236%, A Coleção  Azuki  Aumenta  https://",2022-03-28T07:38:06.000Z,,,1
アオ,@bafEhm5RoJWU7xg,,2022-03-28T07:38:02.000Z,,,1
Tsu asa,@0x8i11i0n,thanks Ryouhora~!,2022-03-28T07:37:56.000Z,,,
くう,@10s8rm,,2022-03-28T07:37:44.000Z,,,
collinkwok.eth,@CollinKwok,Insanee,2022-03-28T07:37:44.000Z,,,
Tsu asa,@0x8i11i0n,"thank you, nice  azuki  u have too :p",2022-03-28T07:37:36.000Z,,,1
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Azuki  #6795 bought for Ξ42.69ETH ($141,832.83)
Floor Price: Ξ15.7ETH",2022-03-28T07:37:19.000Z,,,2
HC9,@huang_eth," Congrats Eva  Clear analysis, well deserved",2022-03-28T07:36:45.000Z,,,1
Tsu asa,@0x8i11i0n,thank u <3,2022-03-28T07:36:43.000Z,,,1
Azuki Sales Bot,@AzukiSales,"Azuki  6795 sold for Ξ42.69 ($141,844.38). https:// 388653567af2f388e6224dc7c4b3241c544/6795 …  #AzukiZen   #azukiNFT",2022-03-28T07:36:43.000Z,,3,19
Azuki Sales Bot,@AzukiSales,"Azuki  5155 sold for Ξ16.85 ($55,986.83). https:// 388653567af2f388e6224dc7c4b3241c544/5155 …  #AzukiZen   #azukiNFT",2022-03-28T07:36:41.000Z,,,3
おまゆ,@omayuch_SKZ,,2022-03-28T07:34:37.000Z,,,1
NFT Whale Alert,@nftwhalealert,"Azuki  6795 bought for Ξ42.69 ($141,592.06)
Avg Price: Ξ15.74
Rare Traits:
Clothing: Red Kimono - 0.95%
Neck: Chain - 1.89%
Headgear: Chef Headband - 1.57%
Offhand: Shuriken - 1.53% https:// 388653567af2f388e6224dc7c4b3241c544/6795 …",2022-03-28T07:34:36.000Z,24,2,14
type-G,@GGg13456821,,2022-03-28T07:34:31.000Z,1,,
Diony|PAClub,@0xDiony,@EzekClub   @HurricaneSwap    @AzukiZen,2022-03-28T07:33:48.000Z,,,
SHAYNE,@STBONN,Congratulations Eva,2022-03-28T07:33:06.000Z,,,
セイバとTheZENのVRC,@Seiba_TheZEN,,2022-03-28T07:32:51.000Z,1,,1
LEEKY ㊏㊎.eth,@thatother_lky_,"Massive!!! 

I'm going to miss Eva...  Does the new holder get the animation and everything Eva? (He probably knew!)",2022-03-28T07:32:47.000Z,,,1
Jinzo,@JinzoNFT,"Huge sale, congrats!!",2022-03-28T07:32:33.000Z,,,1
NFTs posting wins,@NftsWins,"Alert! Token 3580 sold for $52,475.18, a $23,685.08 gain in 21 days  #azuki     @AzukiZen",2022-03-28T07:32:21.000Z,,,
Beginagain,@Jhei001122,Good point! Hope there are some more on their ways!,2022-03-28T07:31:56.000Z,,,1
ETHER,@patrickdelosr20,Congrats  deym,2022-03-28T07:31:52.000Z,,,1
あずき小町,@komachi_azuki,,2022-03-28T07:31:44.000Z,,,1
あずき小町,@komachi_azuki,,2022-03-28T07:31:44.000Z,,,
Cryptosis,@CryptosisAI,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises  – News Bitcoin News  https://  #cryptosisai   #Crypto   #CryptocurrencyNews   #BTC   #NFTs   #ETH",2022-03-28T07:30:56.000Z,2,2,2
いぶき（ロボホン）＆オーナー,@owner0531,,2022-03-28T07:30:33.000Z,1,,4
侍こむそうころねすきー,@komukoronesky,,2022-03-28T07:29:39.000Z,,,1
aya☆,@aya71780606,,2022-03-28T07:29:21.000Z,,,
AnUnluckyFelloW,@AmalGKrishnan8,"You should have waited for some more days , in my opinion",2022-03-28T07:28:57.000Z,,,
Nemmy,@JadedMoh,Congrats ,2022-03-28T07:28:13.000Z,,,1
versa mete | izumi ren | Bobu,@jqho1,Sweep da damn floor,2022-03-28T07:27:23.000Z,,,1
J Hooligan Entertainment,@JHooliganEnt,Hell yeah! When your investments pay off!!,2022-03-28T07:27:23.000Z,,,
seeker,@theglasseth,And welcome to the garden if this your first one  @Bitcoin4Freedom  !,2022-03-28T07:27:00.000Z,,,1
psyduckyy,@psyduckyyyyy,yay time for you to join azuki fam? ,2022-03-28T07:25:55.000Z,1,,1
seeker,@theglasseth,Congrats Eva. I was following how much you were hoping for this. Happy to see it happening. Ikz!,2022-03-28T07:24:59.000Z,1,,1
𝖘𝖊𝖎𝖘𝖍𝖎𝖓,@AngryTigerNFT,whale,2022-03-28T07:24:49.000Z,,,
LockiCrypto.eth,@lockicrypto,Nice eth!,2022-03-28T07:24:45.000Z,,,
マーサー,@yamiyami_03,,2022-03-28T07:24:38.000Z,,,
WelkinBuyer,@loh_yuan,NFT aren’t a scam cuz Mekazuki is in a collaboration with the real  Azuki,2022-03-28T07:24:16.000Z,,,3
jarhand.eth,@jar_hand,Azu ki and Muri are two different NFT projects.,2022-03-28T07:24:04.000Z,,,6
SteveG. | Citizen #849,@SteveG60117,Congrats!,2022-03-28T07:23:58.000Z,,,1
Konv,@KonvDr,They both have you as owner. Pretty obvious,2022-03-28T07:23:43.000Z,,,1
レイ/羽衣音子,@rei_gamer3,,2022-03-28T07:23:13.000Z,1,,1
Elephy,@ElephyNFT,Do we look alike ?   #web2vsweb3   #nft   #nfts   #azuki    #NFTJapan   #NFTcommunity   #NFTcollector   #NFTProject   #web2  me --- vs ---  #web3  me,2022-03-28T07:22:53.000Z,1,3,11
DanBobu,@DanBoMaster89,Eyyy bobu,2022-03-28T07:22:32.000Z,,,1
Kuromi,@chrn69,"In this current wall of redness during NFT bear & crypto bull, the only ones that are persistently pumping are  @BoredApeYC  and   @AzukiZen   . 

What do they have in common? 

They never fail to deliver. ",2022-03-28T07:22:29.000Z,7,,24
jarhand.eth,@jar_hand,Hell yeah. Nice to see fresh faces,2022-03-28T07:22:23.000Z,,,
Boom.eth,@boomtho,"We are more and more in the garden !  We decided to make a 555  Azuki  giveaway for everyone to thank the community.

Register to the raffle to win your  Azuki :   http://   You have 24 hours. Like and Tag 3 friends.",2022-03-28T07:22:21.000Z,11.3K,52,100
AzukiApe Sales,@AzukiApeSales,"  Azuki  Ape Social Club - #1775   
sold for 0.0699 ETH ($231.68)  https:// c4ae6b188f4581aa1dfdb7f4aba44aa578b/1775 …",2022-03-28T07:21:26.000Z,,,4
ITSAME.ANSAR,@Itsame_Ansar,lol why to bring down another great project. do some research and see why it maintains and will continue to rise in price.,2022-03-28T07:21:22.000Z,,,
RENE,@offsup_rene,wow that's just amazing,2022-03-28T07:21:18.000Z,,,
Copy Ninja N(N),@BeanieNumber9,Congrats Eva!,2022-03-28T07:21:07.000Z,,,1
✧︎ は る ✧︎,@___hcha___,,2022-03-28T07:20:28.000Z,,,
そつめ＆としぞう,@sotsument,,2022-03-28T07:20:07.000Z,,,1
themoon.eth,@themooneth,"if you could only have one, which would you pick? 

- 1 BAYC
- 2 BTC
- 6  Azuki  
- 7 CloneX
- 8 Doodles
- 10 World of Women
- 11 Gutter Cats
- 100 ETH",2022-03-28T07:20:05.000Z,,,
イオンネットスーパー【公式】,@AEON_netsuper,,2022-03-28T07:20:00.000Z,,,
LEEKY ㊏㊎.eth,@thatother_lky_,This is a nice one bro.,2022-03-28T07:19:51.000Z,,,1
HIKENSABO.ETH,@HIKENSABOWO,Ofc,2022-03-28T07:19:07.000Z,,,
Robert Chase,@RobertChaseUS,bro this one need ask brother  @mcdflyeth  tiagong he just bought  azuki,2022-03-28T07:18:49.000Z,1,,
rierie,@mukuemma1210,,2022-03-28T07:18:44.000Z,1,,1
AkaneVin IMAGINARY ONES | TASTYBONES | SOULZ,@akaneVin97,"Nope,  @MaisonGhost   discord was compromised and hacked in. Inside the discord i wasn't aware and resulting I lost 3 of my precious NFT but i have lodge my report to  @opensea  and hopefully they can do smtg about it.",2022-03-28T07:18:30.000Z,16,2,7
高良紗那,@sa_na_nanana,,2022-03-28T07:18:21.000Z,,5,10
WelkinBuyer,@loh_yuan,HIIII BOBU ,2022-03-28T07:17:17.000Z,1,,1
Zhineng,@ZhinengCBA,@BoredApeYC   @ArchesNFT    @AzukiZen,2022-03-28T07:17:13.000Z,,,
FAB.nft,@fabXgow,Congrats Eva,2022-03-28T07:17:00.000Z,,,2
hexiang,@hexiang82585258,@22323308abc   @kaiynne   @vcdgf555,2022-03-28T07:16:37.000Z,,,
Jugumodo,@JugumodoNft, Wow   congratulations on the sale. I know Eva means a lot! Best wishes ,2022-03-28T07:16:31.000Z,,,2
Son Of Adam.NFT,@dyraekamaja,"Its time to NFT
Web2 vs web3 me    @AzukiZen   fams ",2022-03-28T07:16:02.000Z,1,2,6
Lt Kram,@Kramyoualready,Wait MaisonGhost took that away from you ?,2022-03-28T07:16:00.000Z,1,,
The Azuki Bot,@TheAzukiBot,The Current Floor Price for  Azuki  is Ξ15.7($52079.57) #NFTCommunity   #NFTs   #Azuki    #Azukizen    @AzukiZen  Follow  @ShellMechanic  for more!,2022-03-28T07:16:00.000Z,,2,3
Peopleunit@GoFishyGo,Peopleunit@GoFishyGo,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises – News Bitcoin News  https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …   #nft",2022-03-28T07:15:58.000Z,1,1,4
Sanket Vora,@sanketvora3,Congrats on the sale,2022-03-28T07:15:57.000Z,,,2
Chun (AKA 4Kingdom&Glory),@alexanderjchun,,2022-03-28T07:15:51.000Z,,,2
0xaaronn.eth,@AAron92887,"第二个项目：猫村banner， @nekomuraclub 1.也是艺术家驱动的项目，艺术家本身的从业心理弧光完整、可靠，看得出是一位对NFT事业热衷的艺术家。
2.产品设计风格独特，视觉上奇幻、瑰丽，产品细节到位。有点接近“MidnightBreeze+ Azuki ”的感觉
3.团队上目前没有公布太多，希望有好的团队参与建设孵化",2022-03-28T07:15:50.000Z,1,,2
ももあ,@army_momoa,,2022-03-28T07:15:45.000Z,1,,1
Rutg3r.eth,@CryptoRutger,"Top Volume of the Last 24 Hours

1. World of Women Galaxy - 9k ETH traded (floor: 1.62 ETH)
2. Seekers -4.7k ETH traded (floor: 0.125 ETH)
3. MAYC- 1.8k ETH traded (floor: 23 ETH) 
4. BAYC- 1.6k ETH traded (floor: 107 ETH) 
5.  Azuki  - 1k ETH traded (floor: 17 ETH)",2022-03-28T07:15:21.000Z,,,1
Jess | NFT Promoter,@JessNFTPromoter,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises – News Bitcoin News - Bitcoin News",2022-03-28T07:12:28.000Z,,1,2
Trengible - Discover the nft trends,@Trengible," - 0x77d just bought  Azuki  #3580 for 15.8 ETH ($52,367.52)

Collection:  Azuki Date: 2022-03-28 07:10:31 (GMT 0)

Detail:  https:// 80-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T07:12:20.000Z,,,1
CoinHub,@CoinHubNews,"NFT Sales Slid Lower This Week, Cronos NFT Volume Jumps 236% Higher,  Azuki  Collection Rises   https:// -lower-this-week-cronos-nft-volume-jumps-236-higher-azuki-collection-rises/ …  #NFT   #Metaverse   #PolygonNFTs   #Sol",2022-03-28T07:12:16.000Z,1,,1
Tomoko♩♬♡•*¨*•.¸¸♬︎,@TomokoV6,,2022-03-28T07:11:43.000Z,1,,1
forthefam,@forthefam365247,Left,2022-03-28T07:11:36.000Z,,,
麻呂,@maro2525ma,,2022-03-28T07:11:30.000Z,1,,1
ludoᵍᵐ,@nok_du,Taking profit for a good cause? ,2022-03-28T07:11:28.000Z,,,
RihoおじNFT MOCHIMONSTERS研究室,@RihoNft,,2022-03-28T07:11:15.000Z,1,,1
みふ かな/Mif.Kana,@mifu_kana,,2022-03-28T07:11:04.000Z,1,,1
Tomoko♩♬♡•*¨*•.¸¸♬︎,@TomokoV6,,2022-03-28T07:10:51.000Z,1,,1
s4o.sol,@s4o_sol,nice,2022-03-28T07:10:46.000Z,,,
Othon Lopez,@OthonLopez,@superfamily000  @luisdri83  @Quinter65872305  @SnaikiYoussef  @DouglasTesch3,2022-03-28T07:10:35.000Z,,,
弥時雨 喜紡音＠新人Vtuber妖狐十三尾,@Kitsune_13tails,,2022-03-28T07:10:16.000Z,1,,1
Azuki#6911,@Azuki6911,Gm,2022-03-28T07:09:33.000Z,,,1
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …  https:// /status/1508339631988744194 …",2022-03-28T07:07:43.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …  https:// /status/1508339695196934151 …",2022-03-28T07:07:42.000Z,,,
Chloe.Azuki,@ChloeAzuki,"We are  Azuki  family 1. Follow my project  https://  and I will follow you/your project
2. RT my  Azuki  analysis to promote  Azuki  tgt:  https:// /status/1503784366291374082 …  https:// /status/1508339748489768964 …",2022-03-28T07:07:41.000Z,,,1
ともみ(ฅ•.•ฅ),@astronaut1211,,2022-03-28T07:07:06.000Z,1,,1
みかん,@Cs_mkn_mh,,2022-03-28T07:06:35.000Z,,,
Azuki Sales Bot,@AzukiSales,"Azuki  7199 sold for Ξ15 ($49,772.80). https:// 388653567af2f388e6224dc7c4b3241c544/7199 …  #AzukiZen   #azukiNFT",2022-03-28T07:06:33.000Z,,,4
𓆏,@SAAAA_ria,,2022-03-28T07:06:10.000Z,1,,
Zhineng,@ZhinengCBA,@BoredApeYC    @AzukiZen,2022-03-28T07:05:27.000Z,,,4
Exgoofy,@exgoofy,Thousands of holders on each side and u think there is a problem because of hand full of holders ,2022-03-28T07:04:42.000Z,,,1
PopMachine.eth,@popmachinelabs,"Top 10 NFTs By Weekly Sales Volume:  Azuki  Tops The List, World Of Women Galaxy, MURI Join Top Ten - Benzi - Benzinga  https://   #nft   #nfts   #nftnews",2022-03-28T07:03:11.000Z,,2,
Flip McBot,@nftsalesbot," ruachelohim   flipped    AZUKI  #4658 https:// 388653567af2f388e6224dc7c4b3241c544/4658 …   status: Elite  in: 0.08 ETH  out: 88 ETH  hodl: 2 months 13 days 

 Ξ  profit: +87.92 ETH   paid: $259 (01/2022) made: $289,789 (  +111,888%)",2022-03-28T07:03:10.000Z,,,7
NftBossAlert,@nftbossalert,"Collection:  Azuki  Azuki  #7199 was bought
Price: 15 ETH ($49716) 
Seller: gamerspool
Buyer: 0FAD https:// 388653567af2f388e6224dc7c4b3241c544/7199 …  #AZUKI    #NFTSales   #NFTWhale",2022-03-28T07:02:05.000Z,,,
私の肩幅も負けない位広い,@exrFdn8tvoWX5EI,,2022-03-28T07:01:46.000Z,1,,1
John,@WhitestWizard,@palaangelino   @gertbosma  Eh why not :),2022-03-28T07:01:11.000Z,1,,2
みふ かな/Mif.Kana,@mifu_kana,,2022-03-28T07:00:14.000Z,1,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume (LooksRare wash trades included)
dotdotdots: Ξ2565.16 ($8,494,168.22)
Terraforms by Mathcastles: Ξ927.77 ($3,072,180.47) Azuki : Ξ153.25 ($507,465.92)
The Art of Seasons: Ξ82.01 ($271,556.89)
ASM Brains: Ξ52.52 ($173,901.00)",2022-03-28T07:00:08.000Z,,1,3
thevincent1991.sol,@thevincent1991,Keen beans! ,2022-03-28T06:59:29.000Z,,,1
弥時雨 喜紡音＠新人Vtuber妖狐十三尾,@Kitsune_13tails,,2022-03-28T06:59:18.000Z,1,,
Nate's NFT Talk,@NatesNFTTalk,"I degened into  @KiwamiNFT  at .12 a few days ago. We will see how it goes, but we'll over 3x now. Could have huge potential. Bunch of   @AzukiZen   owners supporting and buying as well.",2022-03-28T06:58:59.000Z,,,4
sowhatsmyname,@sowhatsmyname_,sheesh.. lookin forward to reveal,2022-03-28T06:58:41.000Z,1,,1
WkdAwsm,@WkdAwsm,The new  Azuki  with matching skin tones?,2022-03-28T06:58:24.000Z,,,
Metaverse Alerts #nft #virtualLand,@MetaTradesBot,"#nft  sold!                  
Item number 4658 from the collection "" Azuki "" 
            
Price: 88 Ether [$292158.24]  Collection price has risen 13.18% over the past week",2022-03-28T06:58:13.000Z,,1,1
Pala Angelino,@palaangelino,@lilyssea   @TheDFreshmaker,2022-03-28T06:57:51.000Z,,,2
Pala Angelino,@palaangelino,@ToastySM   @Crittie_p,2022-03-28T06:57:16.000Z,,,2
ツナ缶　@何缶？,ツナ缶　@何缶？,,2022-03-28T06:57:16.000Z,1,,
BilalSAVAGE,@bilalsavagexd,"Azuki  #308 is owned by 888theVault, no one named futtaim ever owned it, so this tweet is just a big lie ",2022-03-28T06:57:04.000Z,,,1
fallanie,@fleurlany,oof.. tough one.,2022-03-28T06:56:55.000Z,,,
NFT Sentiment Updates,@NFTSentimentX,"New big  #NFT  Sale   Azuki  #4658 bought for Ξ88ETH ($292,164.40)
Floor Price: Ξ15.7ETH",2022-03-28T06:56:40.000Z,,1,4
Trengible - Discover the nft trends,@Trengible," - jdizzles2 just bought  Azuki  #4658 for 88 ETH ($291,667.20)

Collection:  Azuki Date: 2022-03-28 06:55:15 (GMT 0)

Detail:  https:// 58-0xed5af388653567af2f388e6224dc7c4b3241c544 …",2022-03-28T06:56:12.000Z,,,
Gogryu,@gogryu,,2022-03-28T06:56:10.000Z,,,
NFT Whale Alert,@nftwhalealert,"Azuki  4658 bought for Ξ88 ($291,546.64)
Avg Price: Ξ15.74
Rare Traits:
Clothing: Lavender Kimono with Bow - 1.77%
Hair: Green Flowy - 1.02%
Offhand: Hand Seal - 1.21%
Special: Earth - 0.53% https:// 388653567af2f388e6224dc7c4b3241c544/4658 …",2022-03-28T06:55:32.000Z,1,5,20
Newt.C ☽Titan（幻想中）,@newt_969,,2022-03-28T06:54:56.000Z,1,,
rierie,@mukuemma1210,,2022-03-28T06:54:54.000Z,1,,1
幻影旅団がーどまん ぱんだくんしか勝たん相方康犬,@ankokuryukitio,,2022-03-28T06:54:44.000Z,1,,1
the☆storm,@LEGRUS1201,,2022-03-28T06:54:40.000Z,1,,
FAB.nft,@fabXgow,cute bean,2022-03-28T06:54:34.000Z,,,1
まーと,@Mart6xd,,2022-03-28T06:54:30.000Z,,,
Azuki Apez Gated Community,@AzukiApez,That's awesome! Welcome to the  Azuki  Apez OG club.,2022-03-28T06:53:59.000Z,1,,1
Amanda ♡,@blasian_babygal,"Anyone going to the   @AzukiZen   event that needs a +1 ? I know this is all last minute 
Trying to find someone for someone",2022-03-28T06:53:50.000Z,,,2
cryptoshogun.eth @NFT_LA!!,cryptoshogun.eth @NFT_LA!!,"For those looking for the new:
NFT Worlds? Try  @Troverse . Azuki ?  @KiwamiNFT  is looking great.
Blue Chip? It’s always  @AdamBombSquad .",2022-03-28T06:53:20.000Z,,3,11
みちゅTL追えず,@michu_mori,,2022-03-28T06:52:54.000Z,1,,1
sowhatsmyname,@sowhatsmyname_,I forget sometimes we’re still in a bubble.   @AzukiZen   have done well to have a team of believers leading the way. Grateful to be a bean.,2022-03-28T06:52:47.000Z,,,2
Vic,@CoinvictionETH, hotttt  #beanfollowbean    @AzukiZen    @omsunshineETH,2022-03-28T06:52:40.000Z,,,3
Newt.C ☽Titan（幻想中）,@newt_969,,2022-03-28T06:52:36.000Z,1,,
☺︎Mᶐƈɧᶐ 𐊰 𐊦𐊪𐊦☺︎木村柾哉くんに出逢って私の世界が広がった,@20050403mini,,2022-03-28T06:52:23.000Z,,,1
弥時雨 喜紡音＠新人Vtuber妖狐十三尾,@Kitsune_13tails,,2022-03-28T06:52:16.000Z,1,,
tavoᵍᵐ ♨︎,@con3joblanco,"cual  Azuki  ni que nada, denme unas chanclas de Jesús !",2022-03-28T06:52:11.000Z,1,1,1
Aileen {Aiine} | VtuberTH,@_ine_Aileen_,"555 ไม่คิดจะมีคนโดนไอรีนทำร้าย เพราะมันจะมีมาเรื่อยๆถ้าสั่งกิน

โอ๋เอ๋นะ (人*´∀｀)｡*ﾟ+",2022-03-28T06:52:05.000Z,,,1
お塩❂,@SalzSalt,,2022-03-28T06:51:52.000Z,1,,
The Daylight Boo!,@daylight_boo,i' m here! ,2022-03-28T06:51:52.000Z,,,1
Nai.tl.KiiKii.No.01,@NaiTamlueng, I’m here !!! ,2022-03-28T06:51:39.000Z,,,
Nicco ,@NiccoNFT,"One of my twitter friend  @ajin_nft  is real WHALE in NFT SPACE

He has 3BAYC many HAPES ,  AZUKI  , INVISIBLE FRIENDS and many others... Happy for this  #bayc   #HAPEBEASTGANG   #AzukiZen",2022-03-28T06:51:20.000Z,,,12
Artyom,@hifrank42,转推拉,2022-03-28T06:51:00.000Z,,1,1
